Title,Abstract,Date
Some Experimental Observations on the Behavior of Composite Random Number Generators,"A series of experiments with composite random number generators utilizing  shuffling tables is described. The factors investigated are: (1) the magnitude  of the modulus (equivalently, the word-size of the machine), (2) the effect of  the modulus value for the indexing generator, and (3) the table size used for  shuffling. Experimental results indicate that:  (1) on large word-length machines (permitting large modulus values), shuffling accomplishes little in comparison with selected simple generators,  (2) on small word-length machines, shuffling can produce sequences having an increased period and demonstrating acceptable statistical behavior, and  (3) a table size of 2 produces results comparable to those obtained with larger tables.",1974
Some Classical Mathematical Results Related to the Problems of the Firmware/Hardware Interface,The paper reviews the Shannon and Reed-Muller Decomposition Theorems  and notes the relationship of the former to machine instruction set. It  hypothesizes an instruction set based on Galois field operations and applies  the divided difference methods of Newton to the automatic generation of a  polynomial representation of an arbitrary function. Some numeric results  are given for the fields GF(9) and GF(16). An extension of the methods  to the representation of functions by rational forms is suggested.,1975
Machine-inspired Enhancements of the Simplex Algorithm,Using spare storage and over-lapping overhead available during the   generation of the pricing form in the revised-simplex algorithm allows the   production of additional reduced costs of variables which may be effectively   used to avoid redundant pivots and to predict actual gains. Results from a   simulation indicate a dramatic improvement over all other meaningful selection   methods.,1975
The Green500 List: Escapades to Exascale,"Energy efﬁciency is now a top priority. The ﬁrst four years of the Green500 have seen the importance of en- ergy efﬁciency in supercomputing grow from an afterthought to the forefront of innovation as we near a point where sys- tems will be forced to stop drawing more power. Even so, the landscape of efﬁciency in supercomputing continues to shift, with new trends emerging, and unexpected shifts in previous predictions. This paper offers an in-depth analysis of the new and shifting trends in the Green500. In addition, the analysis of- fers early indications of the track we are taking toward exas- cale, and what an exascale machine in 2018 is likely to look like. Lastly, we discuss the new efforts and collaborations toward designing and establishing better metrics, method- ologies and workloads for the measurement and analysis of energy-efﬁcient supercomputing.",2011
Linear Time Distance Transforms for Quadtrees,Linear time algorithms are given for computing the chessboard distance transform for both pointer-based and linear quadtree representations. Comparisons between algorithmic styles for the two representations are made. Both versions of the algorithm consist of a pair of tree traversals.,1989-08-01
DIVERSE: A Software Toolkit to Integrate Distributed Simulations with Heterogeneous Virtual Environments,"We present DIVERSE (Device Independent Virtual Environments- Reconfigurable, Scalable, Extensible), which is a modular collection of complimentary software packages that we have developed to facilitate the creation of distributed operator-in-the-loop simulations. In DIVERSE we introduce a novel implementation of remote shared memory (distributed shared memory) that uses Internet Protocol (IP) networks. We also introduce a new method that automatically extends hardware drivers (not in the operating system kernel driver sense) into inter-process and Internet hardware services. Using DIVERSE, a program can display in a CAVE™, ImmersaDesk™, head mounted display (HMD), desktop or laptop without modification. We have developed a method of configuring user programs at run-time by loading dynamic shared objects (DSOs), in contrast to the more common practice of creating interpreted configuration languages. We find that by loading DSOs the development time, complexity and size of DIVERSE and DIVERSE user applications is significantly reduced. Configurations to support different I/O devices, device emulators, visual displays, and any component of a user application including interaction techniques, can be changed at run-time by loading different sets of DIVERSE DSOs. In addition, interpreted run-time configuration parsers have been implemented using DIVERSE DSOs; new ones can be created as needed.  DIVERSE is free software, licensed under the terms of the GNU General Public License (GPL) and the GNU Lesser General Public License (LGPL) licenses.  We describe the DIVERSE architecture and demonstrate how DIVERSE was used in the development of a specific application, an operator-in-the-loop Navy ship-board crane simulator, which runs unmodified on a desktop computer and/or in a CAVE with motion base motion queuing.",2001
Sign for a Fully Transportable Natural Language Front-end to Database Management Systems,"Natural language front-ends to database management systems represent a major improvement in accessibility for non-expert users. Unfortunately, such interfaces usually require extensive customizing not only of the front-end, but also of the data manager and hence of the DBMS itself. Developing such customized systems represents a huge investment of time and resources. In the 1980s, research has centered on making such systems portable at least across data bases, and in some cases across data base management systems. This report describes an architecture for complete transportability with minimal reprogramming, which has been partially implemented in a prototype system called TIPS. The TIPS architecture is compared briefly with other recent architectures, with attention to ease of portability, amount and locus of reprogramming needed, and extent of coverage both linguistically and in terms of database operations.",1989
Solving Spline Collocation Approximations to Nonlinear Two-point Boundary Value Problems by a Homotopy Method,"The Chow-Yorke algorithm is a homotopy method that has been proved globally convergent for Brouwer fixed point problems, certain classes of zero linding and nonlinear programming problems, and two-point boundary value approximations based on shooting and finite differences. The method is numerically stable and has been successfully applied to a wide range of practical engineering problems. Here the Chow-Yorke algorithm is proved globally convergent for a class of spline collocation approxlmetions to nonlinear two-point boundary value problems. Several numerical implementations of the algorithm are briefly described. and computational results are presented for a fairly difficult hid dynamics boundary value problem.",1984
An Evaluation Procedure for Human-Computer Interface Development Tools,"Human-computer interface development tools--often called user interface management systems or UIMS--are interactive systems that support production and execution of the human-computer interface. Despite their proliferation, no method exists for their systematic evaluation or comparison. We have developed an evaluation procedure that uses a standardized technique to produce quantifiable criteria for evaluating and comparing human-computer interface development tools.  The procedure produces ratings along two dimensions: functionality and usability.  Specification/implementation techniques used by the tool are also quantitatively rated.  An empirical study indicates that the procedure produces reliable results.  The procedure is already being used in one commercial environment.",1988
Storage Reduction Through Minimal Spanning Trees,"In this paper, we shall show that a minimal spanning tree for a set  of data can be used to reduce the amount of memory space required to store  the data. Intuitively, the more points we have, the more likely our method  will be better than the straightforward method where the data is stored in  the form of a matrix. In Section 3, we shall show that once the number of  samples exceeds a certain threshold, it is guaranteed that our method is  better. Experiments were conducted on a set of randomly generated artificial  data and a set of patient data. In the arttficial data experiment, we saved  23% for the worst case and 45% for the best case. In the patient data  experiment, we saved 73% of the memory space.",1975
A Methodology for Integrating Maintainability Using Software Metrics,"Maintainability must be integrated into software early in the development process. But for practical use, the techniques used must be as unobtrusive to the existing software development process as possible. This paper defines a methodology for integrating maintainability into large-scale software and describes an experiment which implemented the methodology into a major commercial software development environment.",1989
User Intention-Based Traffic Dependence Analysis for Anomaly Detection,"This paper describes an approach for enforcing dependencies between network traffic and user activities for anomaly detection. We present a framework and algorithms that analyze user actions and network events on a host according to their dependencies. Discovering these relations is useful in identifying anomalous events on a host that are caused by software flaws or malicious code. To demonstrate the feasibility of user intention-based traffic dependence analysis, we implement a prototype called CR-Miner and perform extensive experimental evaluation of the accuracy, security, and efficiency of our algorithm. The results show that our algorithm can identify user intention-based traffic dependence with high accuracy (average 99:6% for 20 users) and low false alarms. Our prototype can successfully detect several pieces of HTTP-based real-world spyware. Our dependence analysis is fast with a minimal storage requirement. We give a thorough analysis on the security and robustness of the user intention-based traffic dependence approach.",2012
A Critique of Design Approaches for Notification Systems,"The Fall 2004 Virginia Tech Undergraduate Research in Computer Science (VTURCS) class, taught by Dr. McCrickard, covered the following topics: problem, activity and information/interaction phases of design; scenario based design; interruption, reaction, and comprehension (IRC) values; stages of action; ubiquitous computing evaluation areas (UEAs) and participatory negotiation. This critique is my assessment and observations of how these design approaches worked for our project.",2004
EtanaViz: A Visual User Interface to Archaeological Digital Libraries,"Analyzing and hypothesizing are important scientific processes involved in archaeological activity. In this paper, we describe a visual user interface closely coupled with services for archaeological digital libraries, to help archaeologists analyze data and test hypotheses. Our system, EtanaViz, employs a dynamic hyperbolic tree to display hierarchical relationships among excavation records, based on spatial, temporal, and artifact-related taxonomies. Also, EtanaViz provides stacked bar charts to indicate categories. More specifically, we show how EtanaViz can help users analyze data about animal bones excavated from two archaeological sites, Tell Nimrin and Tell al-'Umayri'. The fauna are associated with cultural phases. Comparisons of animal bones from Tell Nimrin across cultural phases provide insights into changing subsistence strategies during these time periods. Inter-site comparisons also show shifts in animal use as well as long-term adaptations to environmental changes.",2005-10-01
Algorithms for Feature Selection in Rank-Order Spaces,"The problem of feature selection in supervised learning situations is considered, where all features are drawn from a common domain and are best interpreted via ordinal comparisons with other features, rather than as numerical values. In particular, each instance is a member of a space of ranked features. This problem is pertinent in electoral, financial, and bioinformatics contexts, where features denote assessments in terms of counts, ratings, or rankings. Four algorithms for feature selection in such rank-order spaces are presented; two are information-theoretic, and two are order-theoretic. These algorithms are empirically evaluated against both synthetic and real world datasets. The main results of this paper are (i) characterization of relationships and equivalences between different feature selection strategies with respect to the spaces in which they operate, and the distributions they seek to approximate; (ii) identification of computationally simple and efficient strategies that perform surprisingly well; and (iii) a feasibility study of order-theoretic feature selection for large scale datasets.",2005
A problem solving environment for the wood-based composites industry,"Product quality and cost efficiency continue to grow in importance for the wood-based composites industry. The complex dynamics of the manufacturing process lends itself to the adoption of simulation models. Simulation models may be used to understand and manipulate the many parameters involved in the manufacturing process. However, most of the simulation models that have been developed over the last two decades have not been implemented due to a lack of continued technical support and a poor user interface. WBCSim is a prototype, Web based, problem solving environment (PSE) that was developed to assist manufacturers and scientists in the design and manufacture of selected wood-based composite products. At the heart of WBCSim is a collection of legacy codes, which are described here. This PSE demonstrates the possibility of implementing scientific computing into a manufacturing application.",2005
Adjusting process count on demand for petascale global optimization⋆,"There are many challenges that need to be met before efficient and reliable computation at the petascale is possible. Many scientific and engineering codes running at the petascale are likely to be memory intensive, which makes thrashing a serious problem for many petascale applications. One way to overcome this challenge is to use a dynamic number of processes, so that the total amount of memory available for the computation can be increased on demand. This paper describes modifications made to the massively parallel global optimization code pVTdirect in order to allow for a dynamic number of processes. In particular, the modified version of the code monitors memory use and spawns new processes if the amount of available memory is determined to be insufficient. The primary design challenges are discussed, and performance results are presented and analyzed.",2011
Global/Local Iteration for Blended Composite Laminate Panel Structure Optimization Subproblems,Composite panel structure optimization is commonly decomposed into panel optimization subproblems. Previous work applied a guide based design approach to the problem for a structure where the local loads were assumed to be fixed for each panel throughout the design process. This paper examines the application of guide based design to a more realistic representation of the structure where the local loads for each panel are determined through a global level analysis that is coupled with the stacking sequence for every design panel. A small problem is selected for which an exhaustive search of the subproblem design space verifies the optimality of the solution found through the global/local iteration process introduced in this work. The efficient discovery of solutions to these guide based design subproblems creates an opportunity to incorporate the solutions into a global level optimization process. A parallel genetic algorithm is proposed to control global optimization in which evaluating the fitness of each member of the population requires the solution of a guide based design subproblem where parallelism is solely within fitness evaluations. Results are presented for a wingbox design problem and compared with known solutions for the same problem to demonstrate weight reductions in a problem thought to already be near optimally solved.,2005
Natural Categories for More Natural Generation,"Psychological research has shown that natural taxonomies contain a distinguished or basic level.  Adult speakers use the names of these categories most frequently and can list a large number of attributes for them.  They typically cannot list many attributes for superordinate categories and few list additional attributes for subordinate categories.  Because natural taxonomies are important to human language, their use in natural language processing systems appears well founded. In the past, however, most AI systems have been implemented around uniform taxonomies in which there is no distinguished level.  It has recently been demonstrated that natural taxonomies enhance language processing systems by allowing selection of appropriate category names and by providing the means to handle implicit focus.  In previous research, we have argued that benefits from the use of natural categories can be realized in multi-sentential connected generation systems.  We briefly summarize the psychological research on natural taxonomies that relates to natural language processing systems, the use of natural categorizations in current natural language processing systems, and the results of our previous research in which we show how natural categories can be used in multiple sentence generation systems to allow the selection of appropriate category names, to provide a mechanism to help determine salience, and to provide for the shallow modeling of audience expertise.  We then describe additional benefits of natural categories in generation systems by demonstrating that natural categories provide a mechanism that aids selection of discourse schemes and increase the efficiency of inheritance.",1990
Preconditioned Conjugate Gradient Algorithms for Homotopy CurveTracking,"These are alogorithms for finding zeros or fixed points of nonlinear systems of equations that are globally convergent for almost all starting points, i.e., with probability one.  The essence of all such algorithms is the construction of an appropriate homotopy map and then tracking some smooth curve in the zero set of this homotopy map. HOMPACK is a mathematical software package implementing globally convergent homotopy algorithms with three different techniques for tracking a homotopy zero curve, and has separate routines for dense and sparse Jacobian Matrices. The HOMPACK alogorithms for sparse Jacobian matrices use a preconditioned conjugate gradient algorithm for the computation of the kernel of the homotopy Jacobian matrix, a required linear algebra step for homotopy curve tracking.  Here variants of the conjugate gradient algorithms are implemented in the context of homotopy curve tracking and compared with Craig's preconditioned conjugate gradient method used in HOMPACK.  The test problems used include actual large scale, sparse structural mechanics problems.",1989
Message Length Effects for Solving Polynomial Systems on a Hypercube,Comparisons between problems solved on uniprocessor systems and those solved on distributed computing systems generally ignore the overhead associated with information transfer from one process to another. This paper considers the solution of polynomial systems of equations via a globally convergent homotopy algorithm on a hypercube and some timing results for different situations.,1986
Evaluation of the Effectiveness of Cloning Techniques for Architectural Virtual Environments,We made the first attempt towards building effective domain-specific interaction techniques for a cloning task. Five interaction techniques were designed and evaluated considering different aspects of domain requirements and human limitations. We demonstrated their effectiveness of designed techniques in two usability studies. The results suggested that no single technique is best for all task conditions. Techniques designed for cloning improved the domain task performance profoundly. The work suggests a further direction: passing domain knowledge to the design process to increase the usefulness of VEs.,2005-09-01
A class of implicit-explicit two-step Runge-Kutta methods,"This work develops implicit-explicit time integrators based on two-step Runge-Kutta methods. The class of schemes of interest is characterized by linear invariant preservation and high stage orders. Theoretical consistency and stability analyses are performed to reveal the properties of these methods.  The new framework offers extreme flexibility in the construction of partitioned integrators, since no coupling conditions are necessary.  Moreover, the methods are not plagued by severe order reduction, due to their high stage orders. Two practical schemes of orders four and six are constructed, and are used to solve several test problems. Numerical results confirm the theoretical findings.",2012-02-01
Building Digital Libraries from Simple Building Blocks,"Metadata harvesting has been established by the Open Archives Initiative (OAI) as a viable mechanism for connecting a provider of data to a purveyor of services. The Open Digital Library (ODL) model is an emerging framework which attempts to break up the services into appropriate components based also on the basic philosophy of the OAI model. This framework has been applied to various projects and evaluated for its simplicity, extensibility and reusability to support the hypothesis that digital libraries (DLs) should be built from simple Web Service-like components instead of as monolithic software applications.",2003
From Cluster to Grid: A Case Study in Scaling-Up a Molecular Electronics Simulation Code,"This paper describes an ongoing project whose goal is to significantly improve the performance and applicability of a molecular electronics simulation code. The specific goals are to (1) increase computational performance on the simulation problems currently being solved by our physics collaborators; (2) allow much larger problems to be solved in reasonable time; and (3) expand the set of resources available to the code, from a single homogeneous cluster to a campus-wide computational grid, while maintaining acceptable performance across this larger set of resources. We describe the sequential performance of the code, the performance of two parallel versions, and the benefits of problem-specific load balancing strategies. The grid context motivates the need for runtime algorithm selection; we present a component-based software framework that makes this possible.",2002-11-01
Proceedings of the First Annual Virginia Tech Center for Human-Computer Interaction Research Experience for Undergraduates (REU) Symposium,"Virginia Tech's Center for Human-Computer Interaction presents the project abstracts for the REU ’06 symposium. The REU (Research Experience for Undergraduates) program provides undergraduate students from various universities with the opportunity to spend eight weeks at Virginia Tech, working with our faculty and graduate students on research projects using the state-of-the-art technology and laboratories assembled here. The REU program is sponsored by a National Science Foundation grant IIS-0552732.",2006-07-01
Configuration Management for Reusable Software ?,"This paper discusses the configuration management of reusable software, and proposes a software libarary architecture that incorporates configuration management.?",2002-12-01
Hierarchical Constraint Satisfaction as a Model for Adding Types with Inheritance to Prolog,"Prolog is a language based on first order logic.  It uses resolution as a rule of inference, and unification is the heart of resolution. Prolog operates on the Herbrand universe, a single, unstructured domain.  In problems with large structured domains, the number of resolution steps may become large.  We have incorporated type inheritance into Prolog to exploit large structured domains to write more concise code and to obtain shorter proofs.  Types are subuniverses corresponding to sets of objects.  The subset of relation between types induces a hierarchy on the universe.  We used the hierarchical constraint satisfaction concept to incorporate these extensions into Prolog.  We also provide a formal proof that our typed unification extends standard Prolog and directly augments the Warren Abstract Machine (WAM) concept.",1990
Time-Parallel Simulation Using Partial State Matching for Queueing Systems,This paper describes partial state matching for approximate time-parallel simulation. The notion of degree of freedom in time-parallel simulation is introduced. Two partial state matching algorithms are proposed to simulate acyclic networks of FCFS G/G/1/K queues in which arriving customers that find the queue full are lost. The algorithms are suitable for SIMD as well as MIMD architectures. The performance of the algorithms is studied. Experiment results with M/M/1/K and M/D/1/K queueing networks show that the potential speedup and simulation accuracy of the algorithms are good. The worst performance of both algorithms occurs when traffic intensity is one. Arguments are made to explain this phenomenon.,1992
The use of Software Quality Metrics in Software Maintenance,"This paper reports on a modest study which relates seven different software complexity metrics to the experience of maintenance activities performed on a medium size sofhvare system. Three different versions of the system that evolved over aperiod of three years were analyzed in this study. A major revision of the system, while still in its design phase, was also analyzed. The results of this study indicate: (1) that the growth in system complexity as determined by the software metrics agree with the general character of the maintenance tasks performed in successive versions; (2) the metrics were able to identify the improper integration of functional enhancements made to the system.; (3) the complexity values of the system components as indicated by the memcs conform well to an understanding of the system by people familiar with the system.; (4) an analysis of the redesigned version of the system showed the usefulness of software metrics in the (re)design phase by revealing a poorly sstructured component of the system This work was supported, in part, by grants from the National Science Foundation (MCS-8103707, DCR-8207110, DCR-8418257).",1985
A Procedure for Evaluation Human-Computer Interface Development,"An evaluation procedure that uses a standardized technique to produce quantifiable criteria for evaluating and comparing human-computer interface development tools is described in this paper.  An empirical validation study to determine the consistency of ratings produced by this procedure is also presented.  These ratings could be used, for example, as important data for the task of choosing a tool for a particular human-computer interface development environment.",1989
Compositional Mining of Multi-Relational Biological Datasets,"High-throughput biological screens are yielding ever-growing streams of information about multiple aspects of cellular activity. As more and more categories of datasets come online, there is a corresponding multitude of ways in which inferences can be chained across them, motivating the need for compositional data mining algorithms. In this paper, we argue that such compositional data mining can be effectively realized by functionally cascading redescription mining and biclustering algorithms as primitives. Both these primitives mirror shifts of vocabulary that can be composed in arbitrary ways to create rich chains of inferences. Given a relational database and its schema, we show how the schema can be automatically compiled into a compositional data mining program, and how different domains in the schema can be related through logical sequences of biclustering and redescription invocations. This feature allows us to rapidly prototype new data mining applications, yielding greater understanding of scientific datasets. We describe two applications of compositional data mining: (i) matching terms across categories of the Gene Ontology and (ii) understanding the molecular mechanisms underlying stress response in human cells.",2007-08-01
Architecture-Aware Optimization on a 1600-core Graphics Processor,"The graphics processing unit (GPU) continues to make significant strides as an accelerator in commodity cluster computing for high-performance computing (HPC). For example, three of the top five fastest supercomputers in the world, as ranked by the TOP500, employ GPUs as accelerators. Despite this increasing interest in GPUs, however, optimizing the performance of a GPU-accelerated compute node requires deep technical knowledge of the underlying architecture. Although significant literature exists on how to optimize GPU performance on the more mature NVIDIA CUDA architecture, the converse is true for OpenCL on the AMD GPU. Consequently, we present and evaluate architecture-aware optimizations for the AMD GPU. The most prominent optimizations include (i) explicit use of registers, (ii) use of vector types, (iii) removal of branches, and (iv) use of image memory for global data. We demonstrate the efficacy of our AMD GPU optimizations by applying each optimization in isolation as well as in concert to a large-scale, molecular modeling application called GEM. Via these AMD-specific GPU optimizations, the AMD Radeon HD 5870 GPU delivers 65% better performance than with the wellknown NVIDIA-specific optimizations.",2011-07-01
The Challenges of Web Engineering and Requirements for Better Tool Support,"We report the experiences of semi-professional developers regarding the challenges, tools, and processes within the domain of web application development. The paper summarizes the main problems in web development, characterizes the habits of programmers and concludes with a ""developer's wish list"" for improvements to web technologies and tools. The report is based on two independent sources - a survey of 31 web developers and an in-depth interview study with 10 participants.",2005
Simulation Support: Prototyping the Automation-Based Paradigm,"This paper describes our research efforts in prototyping the automation-based software paradigm to provide automated support for discrete-event simulation model development. The automation-based paradigm has been suggested as the software technology in the 1990's. The technology needed to support this paradigm does not yet exist. However, the benefits to be gained are so significant that, if achieved, it could profoundly change the way that simulation models are developed. We have been working to achieve this paradigm in the form of an environment composed of an integrated and comprehensive collection of computer-based tools. Our prototyping efforts have focused on the Model Generator, Model Analyzer, and Assistance Manager tools. The Model Generator tool is crucial for the realization of the paradigm and three prototypes have been developed.  Our experimentations with the prototypes indicate that the paradigm can be achieved if a small problem domain is chosen. The problem becomes quite complex in the domain-independent case; nevertheless, we believe that the challenge can be met by way of an evolutionary development of prototypes.",1987
A Homotopy Algorithm for the Combined H-squared/H-to Infinity Model Reduction Problem,"The problem of finding a reduced order model, optimal in the H-squared sense, to a given system model is a fundamental one in control system analysis and design.  The addition of a H-to infinity constraint to the H-squared optimal model reduction problem results in a more practical yet computationally more difficult problem.  Without the global convergence of probability-one homotopy methods the combined H-squared/H-to infinity model reduction problem is difficult to solve. Several approaches based on homotoppy methods have been proposed.  The issues are the number of degrees of freedom, the well posedness of the finite dimensional optimization problem, and the numerical robustness of the resulting homotopy algorithm.  Homotopy algorithms based on two formulations - input normal form; Ly, Bryson, and Cannon's 2 x 2 block parametrization - are developed and compared here.",1993-05-01
Minimax Resource Allocation with Continuous Variables: The Definitive Solution,"The necessary and sufficient conditions of local global optimization are derived for constrained resource allocation with continuous variables and objective functions of the forms max (sub i) {f-sub i(x-sub i)} and mini{f-sub i(x-sub i)} where {f-sub i} can be nondifferentiable, nonmonotone, nonconvex, multimodal functions.  All previous theoretical results, which are sufficient conditions for global optimization with monotone {f-sub i}, are special, restrictive cases of the new criteria.  The powerful criteria also enable complete determination of all the global optimal solutions, thus allowing further lexicographic optimization.  The criteria also enable determination of all the local maxima and minima, a previously unaddressed facet of the solution, thus providing illuminating information on the behavior of the objective function and its overall ""topography"", which could be useful in suboptimal multi-criteria trade-offs.  The new results admit a straightforward graphical interpretation and implementation, which facilitates their utilization and extends their applicability to practical problems where {f-sub i} are specified only in graphical formats derived from empirical or simulation data.  Except for the mild and practically insignificant restrictions of continuity and ""local monomodality"" retained on {f-sub i} by the analysis, the results of this paper constitute the complete and definitive solution of the problem.",1990
Document Translation: Dissertations and Technical Reports,"This report describes the work on document translation, electronic publishing and integrating WATERS and Techrep carried out during Summer 93.  The documents used for the project were Ph.D. dissertations and, in related efforts, technical reports.  Because users often edit documents with different software and then experience problems moving them between different formats (e.g., MS Word to FrameMaker), it would be helpful to have a common format that is independent of the operating system and software on which the document was originally created.  In this report, we describe different approaches possible to develop and establish sich a format.  Section 2 discusses the access system necessary for a large database.  Section 3 talks about the electronic page image approach for storing the document electronically.  Section 4 describes the markup approach taken for developing an independent document format.  Section 5 describes future work.",1993
Globally Convergent Homotopy Algorithms for Nonlinear Systems of Equations,"Probability-one homotopy methods are a class of algorithms for solving nonlinear systems of equations that are accurate, robust, and converge from an arbitrary starting point almost surely.  These new globally convergent homotopy techniques have been successfully applied to solve Brouwer fixed point problems, polynomial systems of equations, constrained and unconstrained optimization problems, discretizations of nonlinear two-point boundary value problems based on shooting, finite differences, collocation, and finite elements, and finite difference, collocation, and Galerkin approximations to nonlinear partial differential equations.  This paper introduces, in a tutorial fashion, the theory of globally convergent homotopy algorithms, describes some computer algorithms and mathematical software, and presents several nontrivial engineering applications.",1990
Development and Testing of an Evaluation Procedure for User InterfaceManagement (UIMS),"A user interface management system or UIMS is an interactive system for supporting the design, production, and execution of human-computer interfaces.  This paper reports on the development and empirical testing of an evaluation procedure to produce quantifiable criteria for evaluating and comparing UIMS.  The form-based evaluation procedure results in quantitative ratings along two dimensions: functionality and usability.  Specification/implementation techniques used by a UIMS are also quantitatively rated.  An empirical study has indicated that the procedure produces reliable, useful results.",1989
Device-Based Isolation for Securing Cryptographic Keys,"In this work, we describe an eective device-based isolation approach for achieving data security. Device-based isolation leverages the proliferation of personal computing devices to provide strong run-time guarantees for the condentiality of secrets. To demonstrate our isolation approach, we show its use in protecting the secrecy of highly sensitive data that is crucial to security operations, such as cryptographic keys used for decrypting ciphertext or signing digital signatures. Private key is usually encrypted when not used, however, when being used, the plaintext key is loaded into the memory of the host for access. In our threat model, the host may be compromised by attackers, and thus the condentiality of the host memory cannot be preserved. We present a novel and practical solution and its prototype called DataGuard to protect the secrecy of the highly sensitive data through the storage isolation and secure tunneling enabled by a mobile handheld device. DataGuard can be deployed for the key protection of individuals or organizations.",2012
"Incremental, Semi-automatic, Mapping-Based Integration of Heterogeneous Collections into Archaeological Digital Libraries: Megiddo Case Study","Automation is an important issue when integrating heterogeneous collections into archaeological digital libraries. We propose an incremental approach through intermediary- and mapping-based techniques. A visual schema mapping tool within the 5S framework allows semi-automatic mapping and in-cremental global schema enrichment. 5S also helped speed up development of a new multi-dimensional browsing service. Our approach helps integrate the Me-giddo excavation data into a growing union archaeological DL, ETANA-DL.",2005
Load-Varying LINPACK: A Benchmark for Evaluating Energy Efficiency in High-End Computing,"For decades, performance has driven the high-end computing (HEC) community. However, as highlighted in recent exascale studies that chart a path from petascale to exascale computing, power consumption is fast becoming the major design constraint in HEC. Consequently, the HEC community needs to address this issue in future petascale and exascale computing systems. Current scientific benchmarks, such as LINPACK and SPEChpc, only evaluate HEC systems when running at full throttle, i.e., 100% workload, resulting in a focus on performance and ignoring the issues of power and energy consumption. In contrast, efforts like SPECpower evaluate the energy efficiency of a compute server at varying workloads. This is analogous to evaluating the energy efficiency (i.e., fuel efficiency) of an automobile at varying speeds (e.g., miles per gallon highway versus city). SPECpower, however, only evaluates the energy efficiency of a single compute server rather than a HEC system; furthermore, it is based on SPEC's Java Business Benchmarks (SPECjbb) rather than a scientific benchmark. Given the absence of a load-varying scientific benchmark to evaluate the energy efficiency of HEC systems at different workloads, we propose the load-varying LINPACK (LV-LINPACK) benchmark. In this paper, we identify application parameters that affect performance and provide a methodology to vary the workload of LINPACK, thus enabling a more rigorous study of energy efficiency in supercomputers, or more generally, HEC.",2010-12-01
Reinforcing Reachable Routes,"This paper studies the evaluation of routing algorithms from the perspective of reachability routing, where the goal is to determine all paths between a sender and a receiver. Reachability routing is becoming relevant with the changing dynamics of the Internet and the emergence of low-bandwidth wireless/ad-hoc networks. We make the case for reinforcement learning as the framework of choice to realize reachability routing, within the confines of the current Internet infrastructure. The setting of the reinforcement learning problem offers several advantages,including loop resolution, multi-path forwarding capability, cost-sensitive routing, and minimizing state overhead, while maintaining the incremental spirit of current backbone routing algorithms. We identify research issues in reinforcement learning applied to the reachability routing problem to achieve a fluid and robust backbone routing framework. This paper also presents the design, implementation and evaluation of a new reachability routing algorithm that uses a model-based approach to achieve cost-sensitive multi-path forwarding; performance assessment of the algorithm in various troublesome topologies shows consistently superior performance over classical reinforcement learning algorithms. The paper is targeted toward practitioners seeking to implement a reachability routing algorithm.",2003
Exposing Useful Trends in Metric Data Through Group Level Analysis,"In this paper the results of experiments which applied both structure and code metrics to three large scale systems are presented. This metric research is distinct in that trends in the data are uncovered through the use of group level analysis. Components are partitioned into groups based on their various metric values and on observed measures of complexity (ie. errors, coding time). Crosstabulation data is given which indicates that trends between some of the metrics and the observed data do exist. Code metrics typically formed groups of increasing complexity which corresponded to increases in the mean values of the observed data. The strength of the Information Flow metric and the Invocation measure is their ability to form a group containing highly complex components which was found to be populated by outliers in the observed data.",1985
Cluster Algebra: A Query Language for Heterogeneous Databases,"This report describes a query language based on algebra for heterogeneous databases. The database logic is used as a uniform framework for studying the heterogeneous databases. The data model based on the database logic is referred to as cluster data model in this report. Generalized Structured Query Language (GSQL) is used for expressing ad-hoc queries over the relational, hierarchical and network database uniformly. For the purpose of query optimization, a query language that can express the primitive heterogeneous database operations is required. This report describes such a query language for the clusters (i.e., heterogeneous databases). The cluster algebra consists of (a) generalized relational operations such as selection, union, intersection, difference, semi-join, rename and cross-product; (b) modified relational operations such as normal projection and normal join; and (c) new operations such as normalize, embed, and unembed.",1992
A Reliability Model Incorporating Software Quality Factors,"In this paper we describe our initial work on a long-term project to develop and validate a reliability model and a new class of software complexity metrics which are related to this model. In contrast to previous ""black box"" approaches, the reliability model is novel because it incorporates knowledge about the system in the form of quantitative software complexity metrics. While the initial model uses existing software metrics a parallel effort in this project is investigating new classes of metrics, interface and dynamic metrics, which are useful in their own right but are also of particular relevance to the reliability model. The initial definitions of both the model and the metrics are given along with a description of the next research milestones.",1988-05-01
Deceleration of a Porous Rotating Disk in a Viscous Fluid,"The flow due to a rotating disk decelerating with an angular velocity  inversely proportional to time with either surface suction (or injection)  which again varies with time is investigated. The unsteady Navier-Stokes  equations are transformed to non-linear ordinary differential equations  using similarity transformations. The resulting equations are solved  numerically using a globally convergent homotopy method. The flow depends  on two non-dimensional parameters, namely an unsteadiness parameter S and  a suction (or injection) parameter A. Some interesting numerical results  are presented graphically and discussed.",1983
